"Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Quantity / Unit","Currency","Fairtrade minimum price","Fairtrade premium","Date of validity","Specific Product Standard","Product Specific Information"
"Plantain","Conventional","Fresh","Worldwide","SPO / HL","EXW","22 kg","USD","8.35","1.25","09/08/2013","Fresh Fruit",""
"Plantain","Organic","for processing","Worldwide","SPO / HL","EXW","1 kg","USD","0.31","0.03","21/01/2014","Fresh Fruit",""
"Plantain","Organic","Fresh","Worldwide","SPO / HL","EXW","22 kg","USD","11.7","1.25","09/08/2013","Fresh Fruit",""
"Platinum","Conventional","","Worldwide","ASMO","FOB"," ","","95% of the LPPM price","10% of the LPPM price","01/08/2013","Gold and Associated Precious Metals for Artisanal and Small-Scale Mining",""
"Platinum","Ecological","","Worldwide","ASMO","FOB"," ","","95% of the LPPM price","15% of the LPPM price","01/08/2013","Gold and Associated Precious Metals for Artisanal and Small-Scale Mining",""
"Plum","Conventional","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit","all varieties; "
"Plum","Conventional","dried","South Africa","SPO / HL","EXW","1 Kg","","Commercial price","15% of the commercial price","24/06/2013","Prepared and Preserved Fruit & Vegetables",""
"Plum","Conventional","dried","Worldwide","SPO","EXW","1 Kg","","Commercial price","15% of the commercial price","24/06/2013","Prepared and Preserved Fruit & Vegetables",""
"Plum","Organic","dried","South Africa","SPO / HL","EXW","1 Kg","","Commercial price","15% of the commercial price","24/06/2013","Prepared and Preserved Fruit & Vegetables",""
"Plum","Organic","dried","Worldwide","SPO","EXW","1 Kg","","Commercial price","15% of the commercial price","24/06/2013","Prepared and Preserved Fruit & Vegetables",""
"Pomegranate","Conventional","for drying","Worldwide","SPO","EXW","1 Kg","USD","Commercial price","15% of the commercial price","04/10/2012","Fresh Fruit",""
"Pomegranate","Conventional","for processing","Worldwide","SPO / HL","EXW","1 Kg","USD","Commercial price","15% of the commercial price","04/10/2012","Fresh Fruit",""
"Pomegranate","Conventional","fresh","Worldwide","SPO / HL","EXW/FOB","1 Kg","USD","Commercial price","15% of the commercial price","04/10/2012","Fresh Fruit",""
"Pomegranate","Organic","for drying","Worldwide","SPO","EXW","1 Kg","USD","Commercial price","15% of the commercial price","04/10/2012","Fresh Fruit",""
"Pomegranate","Organic","for processing","Worldwide","SPO / HL","EXW","1 Kg","USD","Commercial price","15% of the commercial price","04/10/2012","Fresh Fruit",""
"Pomegranate","Organic","fresh","Worldwide","SPO / HL","EXW/FOB","1 Kg","USD","Commercial price","15% of the commercial price","04/10/2012","Fresh Fruit",""
"Pomelo","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","29/07/2019","Fresh Fruit",""
"Pomelo","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","29/07/2019","Fresh Fruit",""
"Potato","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Potato","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Potato","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Potato","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Prickly Pear","Conventional","for processing","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Prickly Pear","Conventional","Fresh","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Prickly Pear","Organic","for processing","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Prickly Pear","Organic","Fresh","Worldwide","SPO / HL","EXW","1 ","","Commercial price","15% of the commercial price","05/12/2014","Fresh Fruit",""
"Pulses","Conventional","","Worldwide","SPO","EXW","1 MT","USD","430","65","05/12/2008","Vegetables",""
"Pulses","Organic","","Worldwide","SPO","EXW","1 MT","USD","540","80","05/12/2008","Vegetables",""
"Pumpkin","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Pumpkin","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Pumpkin","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Pumpkin","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Quinoa","Conventional","processed (rinsed from saponine)","South America","SPO","FOB","1 MT","USD","2250","260","01/04/2012","Cereals","at least 30% of the FP to be invested in environmental sustainability"
"Quinoa","Organic","processed (rinsed from saponine)","South America","SPO","FOB","1 MT","USD","2600","260","01/04/2012","Cereals","at least 30% of the FP to be invested in environmental sustainability"
"Radicchio","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Radicchio","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Radicchio","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Radicchio","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Radish","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Radish","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Radish","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Radish","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Raisin","Conventional","dried","South Africa","SPO","EXW","1 kg","ZAR","10.01","1.82","16/11/2011","Prepared and Preserved Fruit & Vegetables","pre-processing; delivered to local warehouse of processor"
"Raisin","Conventional","dried","South Africa","SPO","FOB","1 kg","ZAR","14.79","1.82","16/11/2011","Prepared and Preserved Fruit & Vegetables","processed; removal of stalk; oil coating; grading; and packaging"
"Raisin","Conventional","dried","Central Asia","SPO","EXW","1 Kg","USD","1.67","0.26","11/10/2012","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Conventional","","South America","SPO","EXW","1 kg","USD","1.85","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Conventional","","South America","SPO","FOB","1 kg","USD","2","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Conventional","","Southern Asia","SPO","EXW","1 kg","USD","1.67","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Conventional","","Southern Asia","SPO","FOB","1 kg","USD","1.9","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Organic","dried","Central Asia","SPO","EXW","1 Kg","USD","2","0.26","11/10/2012","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Organic","","South America","SPO","EXW","1 kg","USD","2.22","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Organic","","South America","SPO","FOB","1 kg","USD","2.4","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Organic","","Southern Asia","SPO","EXW","1 kg","USD","2","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Raisin","Organic","","Southern Asia","SPO","FOB","1 kg","USD","2.28","0.26","06/07/2009","Prepared and Preserved Fruit & Vegetables",""
"Rambutan","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Rambutan","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Raspberry","Conventional","for drying","Worldwide","SPO","EXW","1 kg","","Commercial price","15% of the commercial price","11/04/2013","Fresh Fruit",""
"Raspberry","Conventional","for processing","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","11/04/2013","Fresh Fruit",""
"Raspberry","Conventional","","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","11/04/2013","Fresh Fruit",""
"Raspberry","Organic","for drying","Worldwide","SPO","EXW","1 kg","","Commercial price","15% of the commercial price","11/04/2013","Fresh Fruit",""
"Raspberry","Organic","for processing","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","11/04/2013","Fresh Fruit",""
"Raspberry","Organic","","Worldwide","SPO / HL","EXW","1 kg","","Commercial price","15% of the commercial price","11/04/2013","Fresh Fruit",""
"Redcurrant","Conventional","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","04/09/2013","Fresh Fruit",""
"Redcurrant","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","04/09/2013","Fresh Fruit",""
"Redcurrant","Organic","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","04/09/2013","Fresh Fruit",""
"Redcurrant","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","04/09/2013","Fresh Fruit",""
"Rice","Conventional","Basmati Pusa; paddy","India","SPO / CP","EXW","1 MT","EUR","185","27","01/02/2015","Cereals",""
"Rice","Conventional","Basmati Pusa; paddy","Pakistan","SPO","EXW","1 MT","EUR","185","27","20/03/2017","Cereals",""
"Rice","Conventional","Basmati Traditional; paddy","India","SPO / CP","EXW","1 MT","EUR","333","41","01/02/2015","Cereals",""
"Rice","Conventional","Basmati Traditional; paddy","Pakistan","SPO","EXW","1 MT","EUR","333","41","20/03/2017","Cereals",""
"Rice","Conventional","Burmese aromatic long grain rice; paddy","Myanmar","SPO","EXW","1 MT","MMK","506879","30709","23/09/2016","Cereals",""
"Rice","Conventional","Cambodian aromatic long grain rice; paddy","Cambodia","SPO","EXW","1 MT","KHR","1670619","101214","23/09/2016","Cereals",""
"Rice","Conventional","Giza; paddy","Egypt","SPO","EXW","1 MT","EUR","125","15","26/01/2004","Cereals",""
"Rice","Conventional","glutinous (or sticky) black; paddy","Thailand","SPO","EXW","1 MT","THB","14360","870","01/06/2012","Cereals",""
"Rice","Conventional","glutinous (or sticky) red; paddy","Thailand","SPO","EXW","1 MT","THB","14360","870","23/03/2016","Cereals",""
"Rice","Conventional","glutinous (or sticky) violet; paddy","Thailand","SPO","EXW","1 MT","THB","14360","870","01/06/2012","Cereals",""
"Rice","Conventional","glutinous (or sticky) white; paddy","Laos","SPO","EXW","1 kg","LAK","1500","200","10/02/2006","Cereals",""
"Rice","Conventional","glutinous (or sticky) white; paddy","Thailand","SPO","EXW","1 MT","THB","11749","870","01/06/2012","Cereals",""
"Rice","Conventional","Jasmine; paddy","Thailand","SPO","EXW","1 MT","THB","14360","870","01/06/2012","Cereals",""
"Rice","Conventional","Non-Basmati and non-Sarbati; paddy","India","SPO / CP","EXW","1 MT","EUR","170","27","01/01/2020","Cereals",""
"Rice","Conventional","Non-Basmati and non-Sarbati; paddy","Pakistan","SPO","EXW","1 MT","EUR","170","27","01/01/2020","Cereals",""
"Rice","Conventional","non-glutinous black; paddy","Thailand","SPO","EXW","1 MT","THB","14360","870","23/03/2016","Cereals",""
"Rice","Conventional","non-glutinous red; paddy","Thailand","SPO","EXW","1 MT","THB","14360","870","01/06/2012","Cereals",""
"Rice","Conventional","Sakha; paddy","Egypt","SPO","EXW","1 MT","EUR","125","15","26/01/2004","Cereals",""
"Rice","Conventional","Sarbati; paddy","India","SPO / CP","EXW","1 MT","EUR","176","23","01/02/2015","Cereals",""
"Rice","Conventional","Thai long grain; paddy","Thailand","SPO","EXW","1 MT","THB","9399","870","01/06/2012","Cereals",""
"Rice","Organic","Basmati Pusa; paddy","India","SPO / CP","EXW","1 MT","EUR","212","27","01/02/2015","Cereals",""
"Rice","Organic","Basmati Pusa; paddy","Pakistan","SPO","EXW","1 MT","EUR","212","27","20/03/2017","Cereals",""
"Rice","Organic","Basmati Traditional; paddy","India","SPO / CP","EXW","1 MT","EUR","361","41","01/02/2015","Cereals",""
"Rice","Organic","Basmati Traditional; paddy","Pakistan","SPO","EXW","1 MT","EUR","361","41","20/03/2017","Cereals",""
"Rice","Organic","Burmese aromatic long grain rice; paddy","Myanmar","SPO","EXW","1 MT","MMK","552943","30709","23/09/2016","Cereals",""
"Rice","Organic","Cambodian aromatic long grain rice; paddy","Cambodia","SPO","EXW","1 MT","KHR","1822440","101214","23/09/2016","Cereals",""
"Rice","Organic","Giza; paddy","Egypt","SPO","EXW","1 MT","EUR","152","15","26/01/2004","Cereals",""
"Rice","Organic","glutinous (or sticky) black; paddy","Thailand","SPO","EXW","1 MT","THB","15665","870","01/06/2012","Cereals",""
"Rice","Organic","glutinous (or sticky) red; paddy","Thailand","SPO","EXW","1 MT","THB","15665","870","23/03/2016","Cereals",""
"Rice","Organic","glutinous (or sticky) violet; paddy","Thailand","SPO","EXW","1 MT","THB","15665","870","01/06/2012","Cereals",""
"Rice","Organic","glutinous (or sticky) white; paddy","Thailand","SPO","EXW","1 MT","THB","13054","870","01/06/2012","Cereals",""
"Rice","Organic","Jasmine; paddy","Thailand","SPO","EXW","1 MT","THB","15665","870","01/06/2012","Cereals",""
"Rice","Organic","Non-Basmati and non-Sarbati; paddy","India","SPO / CP","EXW","1 MT","EUR","197","27","01/01/2020","Cereals",""
"Rice","Organic","Non-Basmati and non-Sarbati; paddy","Pakistan","SPO","EXW","1 MT","EUR","197","27","01/01/2020","Cereals",""
"Rice","Organic","non-glutinous black; paddy","Thailand","SPO","EXW","1 MT","THB","15665","870","23/03/2016","Cereals",""
"Rice","Organic","non-glutinous red; paddy","Thailand","SPO","EXW","1 MT","THB","15665","870","01/06/2012","Cereals",""
"Rice","Organic","Sakha; paddy","Egypt","SPO","EXW","1 MT","EUR","152","15","26/01/2004","Cereals",""
"Rice","Organic","Sarbati; paddy","India","SPO / CP","EXW","1 MT","EUR","198","23","01/02/2015","Cereals",""
"Rice","Organic","Thai long grain; paddy","Thailand","SPO","EXW","1 MT","THB","10182","870","01/06/2012","Cereals",""
"Rice","Organic","Traditional Sri Lankan varieties ; paddy","Sri Lanka","SPO","EXW","1 kg","","Commercial price","15% of the commercial price","01/05/2023","Cereals",""
"Rooibos","Conventional","","South Africa","HL","EXW","1 kg","ZAR","13","12","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Conventional","","South Africa","HL","FOB","1 kg","ZAR","18","12","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Conventional","","South Africa","SPO","EXW","1 kg","ZAR","20","5","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Conventional","","South Africa","SPO","FOB","1 kg","ZAR","25","5","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Organic","","South Africa","HL","EXW","1 kg","ZAR","18","12","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Organic","","South Africa","HL","FOB","1 kg","ZAR","23","12","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Organic","","South Africa","SPO","EXW","1 kg","ZAR","25","5","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Rooibos","Organic","","South Africa","SPO","FOB","1 kg","ZAR","30","5","01/01/2008","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Saffron","Conventional","","Worldwide","SPO","","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Herbs and Herbal Teas and Spices",""
"Saffron","Organic","","Worldwide","SPO","","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Herbs and Herbal Teas and Spices",""
"Sal seed","Conventional","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","16/07/2019","Oilseeds and Oleaginous fruit",""
"Sal seed","Organic","","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","16/07/2019","Oilseeds and Oleaginous fruit",""
"Seed Cotton","Conventional","Gossypium barbadense","Central America and Mexico","SPO","EXW","1 kg","EUR","0.78","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium barbadense","Central Asia","SPO","EXW","1 kg","EUR","0.72","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium barbadense","Eastern Africa","SPO","EXW","1 kg","EUR","0.78","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium barbadense","Northern Africa","SPO","EXW","1 kg","EUR","1.15","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium barbadense","South America","SPO","EXW","1 kg","EUR","0.78","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium barbadense","Southern Asia","SPO / CP","EXW","1 kg","EUR","0.88","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium barbadense","Western Africa","SPO","EXW","1 kg","EUR","0.78","0.07","15/09/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Southern Asia","SPO / CP","EXW","1 kg","EUR","0.73","0.07","15/09/2025","Fibre crops","Staple length of 32.5 mm and shorter."
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Southern Asia","SPO / CP","EXW","1 kg","EUR","0.88","0.07","15/09/2025","Fibre crops","Staple length of longer than 32.5 mm."
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Central America and Mexico","SPO","EXW","1 kg","EUR","0.65","0.07","15/09/2025","Fibre crops",""
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Central Asia","SPO","EXW","1 kg","EUR","0.6","0.07","15/09/2025","Fibre crops",""
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Eastern Africa","SPO","EXW","1 kg","EUR","0.65","0.07","15/09/2025","Fibre crops",""
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","South America","SPO","EXW","1 kg","EUR","0.65","0.07","15/09/2025","Fibre crops",""
"Seed Cotton","Conventional","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Western Africa","SPO","EXW","1 kg","EUR","0.65","0.07","15/09/2025","Fibre crops",""
"Seed Cotton","Organic","Gossypium barbadense","Central America and Mexico","SPO","EXW","1 kg","EUR","0.86","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium barbadense","Central Asia","SPO","EXW","1 kg","EUR","0.79","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium barbadense","Eastern Africa","SPO","EXW","1 kg","EUR","0.86","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium barbadense","Northern Africa","SPO","EXW","1 kg","EUR","1.27","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium barbadense","South America","SPO","EXW","1 kg","EUR","0.86","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium barbadense","Southern Asia","SPO / CP","EXW","1 kg","EUR","0.97","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium barbadense","Western Africa","SPO","EXW","1 kg","EUR","0.86","0.07","01/10/2025","Fibre crops","e.g. Giza; PIMA"
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Southern Asia","SPO / CP","EXW","1 kg","EUR","0.81","0.07","01/10/2025","Fibre crops","Staple length of 32.5 mm and shorter."
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Southern Asia","SPO / CP","EXW","1 kg","EUR","0.97","0.07","01/10/2025","Fibre crops","Staple length of longer than 32.5 mm."
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Central America and Mexico","SPO","EXW","1 kg","EUR","0.72","0.07","01/10/2025","Fibre crops",""
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Central Asia","SPO","EXW","1 kg","EUR","0.66","0.07","01/10/2025","Fibre crops",""
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Eastern Africa","SPO","EXW","1 kg","EUR","0.72","0.07","01/10/2025","Fibre crops",""
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","South America","SPO","EXW","1 kg","EUR","0.72","0.07","01/10/2025","Fibre crops",""
"Seed Cotton","Organic","Gossypium hirsutum; herbaceum; arboreum; Bukalase Pedigree Alba","Western Africa","SPO","EXW","1 kg","EUR","0.72","0.07","01/10/2025","Fibre crops",""
"Sesame Seed","Conventional","","Worldwide","SPO","FOB","1 MT","USD","1190","220","before 2004","Oilseeds and Oleaginous fruit",""
"Sesame Seed","Organic","","Worldwide","SPO","FOB","1 MT","USD","1300","220","before 2004","Oilseeds and Oleaginous fruit",""
"Shallot","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Shallot","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/06/2013","Vegetables",""
"Shallot","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Shallot","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","02/06/2013","Vegetables",""
"Shea Butter","Conventional","","Eastern and Western Africa","SPO","EXW","1 MT","EUR","2440","185","31/05/2010","Oilseeds and Oleaginous fruit",""
"Shea Butter","Conventional","","Eastern and Western Africa","SPO","FOB","1 MT","EUR","2640","185","31/05/2010","Oilseeds and Oleaginous fruit",""
"Shea Butter","Organic","","Eastern and Western Africa","SPO","EXW","1 MT","EUR","3000","185","31/05/2010","Oilseeds and Oleaginous fruit",""
"Silver","Conventional","","Worldwide","ASMO","FOB"," ","USD","95% of the LBMA price","10% of the LBMA price","01/08/2013","Gold and Associated Precious Metals for Artisanal and Small-Scale Mining",""
"Silver","Ecological","","Worldwide","ASMO","FOB"," ","USD","95% of the LBMA price","15% of the LBMA price","01/08/2013","Gold and Associated Precious Metals for Artisanal and Small-Scale Mining",""
"Slenderleaf","Conventional","Fresh","Africa","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/12/2014","Vegetables",""
"Slenderleaf","Organic","Fresh","Africa","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/12/2014","Vegetables",""
"Snake fruit","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Snake fruit","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the Commercial price","13/04/2018","Fresh fruit",""
"Soft Citrus","Conventional","except nours","Northern Africa","SPO / HL","FOB","1 kg","EUR","0.46","0.05","09/11/2005","Fresh Fruit",""
"Soft Citrus","Conventional","nours","Morocco","SPO / HL","FOB","1 kg","EUR","0.66","0.05","09/11/2005","Fresh Fruit",""
"Soft Citrus","Conventional","","Argentina","SPO / HL","EXW","1 kg","USD","0.15","0.02","04/05/2006","Fresh Fruit","pre-packed"
"Soft Citrus","Conventional","","South Africa","SPO / HL","FOB","1 kg","ZAR","3.9","0.58","21/03/2005","Fresh Fruit",""
"Soft Citrus","Organic","","Northern Africa","SPO / HL","FOB","1 kg","EUR","0.63","0.05","22/01/2008","Fresh Fruit",""
"Sorghum","Conventional","dried grain","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","21/11/2018","Cereals",""
"Sorghum","Organic","dried grain","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","21/11/2018","Cereals",""
"Soursop","Conventional","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","03/05/2017","Fresh Fruit",""
"Soursop","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","03/05/2017","Fresh Fruit",""
"Soursop","Organic","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","03/05/2017","Fresh Fruit",""
"Soursop","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","03/05/2017","Fresh Fruit",""
"Soybean","Conventional","","Worldwide","SPO","EXW","1 MT","USD","355","35","05/12/2008","Oilseeds and Oleaginous fruit",""
"Soybean","Organic","","Worldwide","SPO","EXW","1 MT","USD","510","50","05/12/2008","Oilseeds and Oleaginous fruit",""
"Spider plant","Conventional","Fresh","Africa","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/12/2014","Vegetables",""
"Spider plant","Organic","Fresh","Africa","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/12/2014","Vegetables",""
"Spinach","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Spinach","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Spinach","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Spinach","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Sports balls","Conventional","","Worldwide","HL","FOB"," ","","Commercial price","10% of the commercial price","01/01/2004","Sports balls",""
"Squash","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Squash","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Squash","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Squash","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Strawberry","Conventional","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","27/01/2014","Fresh Fruit",""
"Strawberry","Conventional","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","27/01/2014","Fresh Fruit",""
"Strawberry","Organic","for processing","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","27/01/2014","Fresh Fruit",""
"Strawberry","Organic","fresh","Worldwide","SPO / HL","EXW"," ","","Commercial price","15% of the commercial price","27/01/2014","Fresh Fruit",""
"Sweet Potato","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
